Spectrum	Date	Time	Acetylene (1000) 191C	Benzene  191c	C4F6 150C	CF4 Low 150C	CH4 (250) 191C (1of2)	CO (500) 191C (1of2)	CO2 ppm 191c	Desflurane 150c	Ethane (500) 191C	Ethylene (100,3000) 191C	H2O% (40) 191C	HCl ppm (100) 191C	HEXAFLUOROETHANE 150C	HEXAFLUOROPROPYLENE 150C	HF ppm (10) 191C	Isoflurane 150c	N2O (100,200,300) 191C	NO (350,3000) 191C	Propane (100) 191C	TRIFLUOROMETHANE 150C	Temp (C)	Pressure (Atm)	NO2 wet	CO wet	CH4 wet	NH3 wet	NOx wet	CO dry	CO2% dry	NO dry	NO2 dry	NOx dry	HC (C3)	Igram DC	Igram PP	phase Angle	laser PP	laser DC	Bad Scan counter	Centerburst Location	Linearizer Check	SNR 2500	sBeam @ 2500	
2020 HEATING NEW PTFE LINE_0489.LAB	11/19/2020	14:46:48.134	0.340428	-0.164597	-0.072933	0.014674	2.139047	1.028811	448.098280	-0.007202	0.554183	0.006624	0.539835	0.146099	0.033957	0.003617	0.115698	-0.007264	0.345641	-0.539096	-0.389952	0.002478	192.063492	1.005595	-0.164597	0.146099	0.345641	2.139047	0.175831	0.146088	0.539796	0.340403	-0.164585	0.175818	0.128179	2.909764	6.271493	84.911781	8.684552	-5.459341	0.000000	1133.396484	0.000214	985.064148	0.864204
2020 HEATING NEW PTFE LINE_0490.LAB	11/19/2020	14:46:52.396	0.186328	-0.924024	-0.005422	0.018027	2.214189	0.818335	446.085818	0.006726	0.805557	-0.185988	0.528434	0.321038	0.037331	0.011386	0.194041	-0.015989	0.342489	-0.229718	0.058090	0.012356	192.063492	1.005917	-0.924024	0.321046	0.342489	2.214189	-0.737696	0.321068	0.528470	0.186341	-0.924086	-0.737745	0.216851	2.908175	6.271382	83.832901	8.750332	-5.454945	0.000000	1133.396606	0.000251	1057.530273	0.864017
2020 HEATING NEW PTFE LINE_0491.LAB	11/19/2020	14:46:56.070	0.520066	-0.134321	-0.055478	0.014367	2.202568	1.181027	445.871497	-0.048988	0.695358	-0.153489	0.531851	0.013828	0.030936	0.020060	0.201219	0.006626	0.339003	-0.043994	-0.207581	0.006776	192.088928	1.005917	-0.134321	0.013828	0.339003	2.202568	0.385745	0.013821	0.531591	0.519811	-0.134255	0.385556	0.169305	2.906380	6.270890	83.992737	8.750332	-5.454945	0.000000	1133.397705	0.000286	1376.505127	0.863955
2020 HEATING NEW PTFE LINE_0492.LAB	11/19/2020	14:47:00.249	0.108071	0.511681	-0.058904	0.015095	2.185638	0.747355	444.621708	-0.020015	0.500686	-0.044740	0.531123	0.113869	0.032577	-0.037634	0.100294	-0.001138	0.297268	-0.492799	-0.014722	0.007277	192.038055	1.005756	0.511681	0.113869	0.297268	2.185638	0.619752	0.113846	0.531017	0.108050	0.511578	0.619628	0.118785	2.905015	6.270807	83.633110	8.750332	-5.454945	0.000000	1133.399902	0.000546	1201.977661	0.863966
2020 HEATING NEW PTFE LINE_0493.LAB	11/19/2020	14:47:03.885	0.212980	0.820295	-0.089324	0.016331	2.209562	0.979679	445.168464	-0.044796	0.496214	0.089106	0.536351	0.122186	0.036471	-0.027812	0.107894	0.022284	0.280995	0.051810	0.021689	0.003180	192.088928	1.005997	0.820295	0.122189	0.280995	2.209562	1.033275	0.122135	0.536111	0.212885	0.819927	1.032812	0.137761	2.906477	6.271634	83.752983	8.733022	-5.454945	0.000000	1133.401489	0.000067	1157.270020	0.863862
2020 HEATING NEW PTFE LINE_0494.LAB	11/19/2020	14:47:07.758	0.511720	-0.460471	-0.019038	0.014094	2.167608	0.857235	447.649339	-0.024667	0.354511	0.012664	0.544018	0.150600	0.033298	0.023326	0.081964	-0.025738	0.389579	-0.370648	-0.274381	0.017099	192.029572	1.005113	-0.460471	0.150601	0.389579	2.167608	0.051249	0.150563	0.543884	0.511594	-0.460358	0.051236	0.139238	2.908857	6.271881	84.791908	8.733022	-5.452747	0.000000	1133.400879	0.000658	1207.408081	0.864477
2020 HEATING NEW PTFE LINE_0495.LAB	11/19/2020	14:47:11.884	0.211860	-0.731364	-0.045027	0.021092	2.135262	0.599465	446.670866	0.001841	0.504182	-0.011939	0.543833	0.089736	0.035483	0.003683	0.083858	-0.020539	0.332786	-0.518720	-0.028993	0.011117	192.012619	1.005917	-0.731364	0.089737	0.332786	2.135262	-0.519503	0.089739	0.543843	0.211864	-0.731377	-0.519513	0.135989	2.912475	6.272496	85.031654	8.653394	-5.452747	0.000000	1133.403564	0.000144	916.755859	0.865223
2020 HEATING NEW PTFE LINE_0496.LAB	11/19/2020	15:21:36.787	0.244517	-0.242098	-0.004100	0.021091	2.204157	1.189597	449.347071	-0.031944	0.336966	-0.018995	0.559344	0.059526	0.054575	-0.028694	0.122894	-0.008071	0.340927	-0.530403	-0.057671	0.011321	192.252457	1.004838	-0.242098	215.763315	0.340927	2.204157	0.002419	215.694414	0.559165	0.244439	-0.242021	0.002419	0.133923	2.914227	6.363349	83.393364	8.719173	-5.426373	0.000000	1133.603149	0.000096	NaN	0.874265
2020 HEATING NEW PTFE LINE_0497.LAB	11/19/2020	15:21:41.056	0.226140	-0.723200	-0.052942	0.018670	2.168546	0.913496	447.201346	-0.033515	0.445269	0.082374	0.547256	0.062715	0.048066	0.015651	0.114825	-0.009924	0.332745	-0.322688	0.191812	0.001643	192.266998	1.005113	-0.723200	0.530393	0.332745	2.168546	-0.497060	0.530215	0.547072	0.226064	-0.722958	-0.496894	0.252826	2.915865	6.362748	82.754021	8.670705	-5.419780	0.000000	1133.602905	0.000062	1035.254883	0.875923
2020 HEATING NEW PTFE LINE_0498.LAB	11/19/2020	15:21:44.704	0.206155	0.003851	-0.093438	0.017683	2.092716	0.719957	449.230533	-0.045968	0.532247	0.064823	0.548593	-0.078424	0.038017	-0.016656	0.064753	-0.003365	0.353608	0.076372	-0.033253	0.003291	192.216110	1.005194	0.003851	-0.078408	0.353608	2.092716	0.210006	-0.078372	0.548341	0.206060	0.003849	0.209910	0.129087	2.918205	6.361614	83.233528	8.670705	-5.421978	0.000000	1133.601074	0.000216	1132.135620	0.875834
2020 HEATING NEW PTFE LINE_0499.LAB	11/19/2020	15:21:48.560	0.223771	-1.894357	-0.090857	0.017363	2.251141	1.316785	448.916521	-0.043935	0.169931	-0.057869	0.543481	0.028093	0.044308	0.010606	0.168916	-0.015300	0.356642	-0.331299	-0.177471	0.002674	192.199158	1.005220	-1.894357	0.038162	0.356642	2.251141	-1.670586	0.038145	0.543242	0.223673	-1.893525	-1.669852	0.151015	2.917444	6.357738	83.153610	8.670705	-5.421978	0.000000	1133.597412	0.000120	977.884766	0.876490
2020 HEATING NEW PTFE LINE_0500.LAB	11/19/2020	15:21:52.820	0.573656	-2.399171	-0.020123	0.017329	2.280550	1.506411	452.655467	-0.053389	0.676573	0.043063	0.549772	0.197670	0.042310	0.031690	0.170288	-0.006291	0.288791	-0.216823	-0.092179	-0.001039	192.190674	1.005113	-2.399171	0.198973	0.288791	2.280550	-1.825514	0.198866	0.549478	0.573350	-2.397891	-1.824540	0.149697	2.912777	6.354901	82.953819	8.691477	-5.424176	0.000000	1133.596680	0.000308	932.018555	0.875092
2020 HEATING NEW PTFE LINE_0501.LAB	11/19/2020	15:21:56.500	0.154807	0.136592	-0.051770	0.018382	2.184400	0.714338	452.358042	-0.027253	0.434160	-0.054725	0.551588	0.105274	0.041491	-0.044339	0.123176	-0.000116	0.232790	-0.199784	0.094299	0.011081	192.165237	1.004872	0.136592	0.105838	0.232790	2.184400	0.291400	0.105809	0.551438	0.154765	0.136555	0.291320	0.145837	2.910688	6.352591	83.193565	8.691477	-5.424176	0.000000	1133.594971	0.000475	1051.832031	0.875040
2020 HEATING NEW PTFE LINE_0502.LAB	11/19/2020	15:22:00.334	0.369709	-0.735555	0.022318	0.018396	2.307235	0.682891	451.985828	-0.049745	0.436343	-0.000226	0.555627	0.059071	0.040252	-0.005316	0.064462	0.008817	0.394864	-0.371075	0.031154	0.003014	192.190674	1.005033	-0.735555	0.059229	0.394864	2.307235	-0.365846	0.059200	0.555351	0.369525	-0.735189	-0.365664	0.174374	2.911586	6.349957	82.953819	8.688015	-5.424176	0.000000	1133.592896	0.000209	1288.125244	0.874662
2020 HEATING NEW PTFE LINE_0503.LAB	11/19/2020	15:22:04.302	0.359792	-0.781555	-0.012670	0.016033	2.085037	1.534337	449.790253	-0.048223	0.382475	0.119113	0.559268	0.044918	0.052288	-0.031029	0.116141	0.012708	0.501135	-0.214597	-0.239495	0.008649	192.165237	1.004872	-0.781555	32.590255	0.501135	2.085037	-0.421763	32.574547	0.558998	0.359619	-0.781178	-0.421560	0.174321	2.915709	6.351213	84.112610	8.688015	-5.424176	0.000000	1133.592773	0.000122	1118.448486	0.875949
2020 HEATING NEW PTFE LINE_0504.LAB	11/19/2020	15:22:08.222	0.208912	-1.198066	-0.004219	0.013397	2.149098	0.656361	449.902101	-0.035536	0.642026	-0.049646	0.554693	0.209191	0.040709	-0.007555	0.134912	0.005536	0.279167	-0.165226	-0.279022	0.001332	192.190674	1.005676	-1.198066	0.209444	0.279167	2.149098	-0.989154	0.209370	0.554496	0.208838	-1.197640	-0.988803	0.104434	2.918514	6.348453	84.192528	8.729559	-5.424176	0.000000	1133.589966	0.000448	1142.288208	0.875808
2020 HEATING NEW PTFE LINE_0505.LAB	11/19/2020	15:22:12.445	0.163437	-1.153527	0.041618	0.017499	2.112388	1.499980	447.848510	-0.046573	0.432870	0.106092	0.543440	0.087856	0.043331	-0.020929	0.080784	0.001440	0.255263	-0.073235	-0.181696	0.004532	192.233078	1.004899	-1.153527	0.091562	0.255263	2.112388	-0.990091	0.091519	0.543187	0.163361	-1.152990	-0.989630	0.073462	2.921316	6.350089	82.873901	8.729559	-5.417583	0.000000	1133.589844	0.000455	959.769531	0.877352
2020 HEATING NEW PTFE LINE_0506.LAB	11/19/2020	15:22:16.109	-0.306068	-0.175441	-0.041911	0.014671	2.280542	1.253583	448.261440	-0.047782	0.546684	0.033790	0.542087	0.082499	0.036270	0.015019	0.114123	0.001156	0.360146	-0.065649	-0.349557	0.008686	192.190674	1.005113	-0.175441	0.082502	0.360146	2.280542	-0.481509	0.082462	0.541828	-0.305922	-0.175357	-0.481279	0.141618	2.921721	6.347354	83.752983	8.705325	-5.417583	0.000000	1133.587646	0.000055	871.145081	0.875631
2020 HEATING NEW PTFE LINE_0507.LAB	11/19/2020	15:22:19.955	-0.037438	1.119504	-0.030881	0.014641	2.200484	0.851758	447.234252	-0.021050	0.172228	-0.070129	0.554111	0.156419	0.034465	-0.036069	0.113159	-0.007068	0.229291	-0.117820	-0.169098	0.014343	192.165237	1.005033	1.119504	0.156419	0.229291	2.200484	1.082066	0.156386	0.553994	-0.037430	1.119269	1.081839	0.070840	2.920536	6.346099	83.872864	8.705325	-5.417583	0.000000	1133.586914	0.000244	1011.961975	0.876582
2020 HEATING NEW PTFE LINE_0508.LAB	11/19/2020	15:22:24.035	0.046438	-1.614659	-0.087700	0.016341	2.291348	0.340845	448.071035	-0.048737	0.551072	0.138452	0.546624	0.107809	0.039211	-0.016518	0.145543	-0.008208	0.295426	-0.230832	0.210426	0.002366	192.190674	1.005113	-1.614659	0.107863	0.295426	2.291348	-1.568221	0.107811	0.546358	0.046415	-1.613873	-1.567457	0.247346	2.917442	6.344590	84.192528	8.712249	-5.413187	0.000000	1133.585571	0.000215	704.314514	0.875323
2020 HEATING NEW PTFE LINE_0509.LAB	11/19/2020	15:22:27.840	0.092939	-1.010941	0.052159	0.020531	2.300173	1.096426	450.755432	-0.047530	0.367474	-0.069353	0.553353	0.264381	0.042226	-0.026557	0.145333	0.001845	0.251577	-0.221212	-0.193136	0.004372	192.190674	1.005274	-1.010941	0.265577	0.251577	2.300173	-0.918002	0.265451	0.553090	0.092895	-1.010460	-0.917566	0.091402	2.914462	6.340265	84.272446	8.712249	-5.413187	0.000000	1133.583618	0.000364	806.873474	0.875740
2020 HEATING NEW PTFE LINE_0510.LAB	11/19/2020	15:22:32.066	-0.011571	-1.538249	-0.041814	0.016033	2.160932	0.835416	451.569453	-0.009175	0.362971	0.002236	0.547303	0.143184	0.050729	-0.028275	0.180252	-0.014919	0.334379	-0.097717	0.141376	0.014771	192.199158	1.005006	-1.538249	7.126198	0.334379	2.160932	-1.549820	7.125544	0.547253	-0.011570	-1.538107	-1.549678	0.232510	2.913080	6.338376	82.953819	8.722635	-5.421978	0.000000	1133.580811	0.000486	1100.283569	0.875193
2020 HEATING NEW PTFE LINE_0511.LAB	11/19/2020	15:22:35.740	0.195510	0.901652	0.025646	0.016373	2.155010	1.425176	449.987393	-0.062671	0.495256	0.168809	0.554993	-0.063944	0.045642	-0.028035	0.135072	0.004822	0.314821	-0.342883	0.253490	0.005218	192.216110	1.005113	0.901652	-0.024568	0.314821	2.155010	1.097162	-0.024552	0.554645	0.195388	0.901087	1.096475	0.278857	2.913065	6.337614	83.033737	8.722635	-5.421978	0.000000	1133.580322	0.000305	915.510437	0.875751
2020 HEATING NEW PTFE LINE_0512.LAB	11/19/2020	15:22:39.647	-0.144685	-1.377179	-0.072504	0.018129	2.218052	1.187156	448.826449	-0.035035	0.319171	0.058512	0.548276	0.078217	0.041423	-0.004025	0.052113	-0.005478	0.321008	-0.303326	-0.081271	0.001544	192.266998	1.005113	-1.377179	0.078743	0.321008	2.218052	-1.521864	0.078715	0.548084	-0.144634	-1.376697	-1.521331	0.106303	2.914248	6.334336	84.432281	8.722635	-5.430769	0.000000	1133.577026	0.000436	870.858704	0.874862
2020 HEATING NEW PTFE LINE_0513.LAB	11/19/2020	15:22:43.528	0.012429	0.180249	0.026067	0.017619	2.313247	0.866093	449.124586	-0.047152	0.457082	0.108770	0.557841	0.072877	0.037495	-0.042266	0.122810	-0.003357	0.405392	-0.413939	-0.139702	0.011692	192.165237	1.004712	0.180249	0.072886	0.405392	2.313247	0.192678	0.072852	0.557578	0.012423	0.180164	0.192587	0.139365	2.914246	6.332686	84.032700	8.694939	-5.430769	0.000000	1133.575317	0.000176	876.107422	0.874519
2020 HEATING NEW PTFE LINE_0514.LAB	11/19/2020	15:22:47.464	0.128158	0.435201	-0.086931	0.018269	2.222308	1.086969	451.234070	-0.047189	0.593057	0.021245	0.552143	0.006451	0.042461	-0.020454	0.145006	0.000067	0.212961	-0.315531	-0.007826	0.004446	192.165237	1.004953	0.435201	0.007973	0.212961	2.222308	0.563359	0.007970	0.551882	0.128098	0.434996	0.563094	0.112090	2.912672	6.331251	84.152573	8.694939	-5.443956	0.000000	1133.574707	0.000370	919.666992	0.875070
2020 HEATING NEW PTFE LINE_0515.LAB	11/19/2020	15:22:51.352	0.176871	-0.335203	-0.068757	0.018005	2.062058	0.526381	448.698418	-0.025665	0.477771	-0.008932	0.550244	0.052474	0.034354	-0.012158	0.178100	-0.016344	0.213447	-0.555939	-0.038601	0.005450	192.165237	1.004685	-0.335203	0.052474	0.213447	2.062058	-0.158332	0.052461	0.550103	0.176826	-0.335117	-0.158291	0.115103	2.912520	6.328680	84.232491	8.726097	-5.443956	0.000000	1133.571655	0.000149	1195.914062	0.874883
2020 HEATING NEW PTFE LINE_0516.LAB	11/19/2020	15:22:55.272	0.151336	0.031389	0.020844	0.016606	2.177782	1.007367	448.683479	-0.029576	0.618637	-0.022118	0.539525	0.118347	0.046978	-0.011071	0.095130	-0.009596	0.343281	-0.628173	0.080261	0.009491	192.190674	1.005435	0.031389	0.272500	0.343281	2.177782	0.182726	0.272419	0.539365	0.151292	0.031380	0.182672	0.180129	2.915321	6.326465	84.352364	8.726097	-5.443956	0.000000	1133.569092	0.000312	947.034119	0.874739
2020 HEATING NEW PTFE LINE_0517.LAB	11/19/2020	15:22:59.196	0.321024	-0.901605	0.025961	0.018143	2.139663	0.693143	450.488745	-0.021695	0.397682	0.054371	0.539859	0.097314	0.043402	0.006770	0.068529	-0.005193	0.400575	0.008811	-0.119795	0.006981	192.165237	1.004953	-0.901605	0.101299	0.400575	2.139663	-0.580581	0.101277	0.539741	0.320954	-0.901410	-0.580455	0.141083	2.918697	6.326821	84.352364	8.726097	-5.450550	0.000000	1133.568848	0.000334	1045.424805	0.875543
2020 HEATING NEW PTFE LINE_0518.LAB	11/19/2020	15:23:03.164	0.099966	0.771695	-0.049927	0.017042	2.030658	1.055021	450.494910	-0.030291	0.523208	0.079176	0.553313	0.099930	0.037067	0.020355	0.122615	-0.013846	0.411575	-0.125541	0.118990	0.011011	192.165237	1.004953	0.771695	0.099936	0.411575	2.030658	0.871662	0.099906	0.553146	0.099936	0.771462	0.871398	0.248279	2.921089	6.323335	82.993774	8.722635	-5.452747	0.000000	1133.566650	0.000317	983.283447	0.875710
2020 HEATING NEW PTFE LINE_0519.LAB	11/19/2020	15:23:07.087	0.165710	0.048195	-0.111806	0.014974	2.197460	1.057184	448.957828	-0.019406	0.374846	0.123892	0.538808	0.004366	0.039746	-0.012519	0.161116	-0.009422	0.260713	-0.443048	-0.296285	-0.000542	192.190674	1.005274	0.048195	0.004460	0.260713	2.197460	0.213905	0.004459	0.538703	0.165678	0.048185	0.213863	0.100232	2.922763	6.322722	82.993774	8.722635	-5.452747	0.000000	1133.565186	0.000217	1164.968140	0.876158
2020 HEATING NEW PTFE LINE_0520.LAB	11/19/2020	15:23:10.968	-0.189869	-1.546776	0.040686	0.015779	2.220674	1.398937	450.369107	-0.016614	0.512150	-0.136308	0.552195	0.157206	0.044094	0.006975	0.164550	-0.027428	0.401324	-0.159968	-0.153899	0.008144	192.165237	1.004685	-1.546776	0.165291	0.401324	2.220674	-1.736645	0.165263	0.552103	-0.189837	-1.546519	-1.736357	0.164724	2.924624	6.320132	82.873901	8.715711	-5.452747	0.000000	1133.562622	0.000274	781.421570	0.875707
2020 HEATING NEW PTFE LINE_0521.LAB	11/19/2020	15:23:15.220	-0.206947	0.049119	0.010678	0.016266	2.168377	1.263201	448.190102	-0.008289	0.546683	0.015375	0.550307	-0.095601	0.042694	-0.020043	0.119707	-0.011596	0.322134	-0.143793	-0.003890	0.004956	192.205948	1.005177	0.049119	-0.093670	0.322134	2.168377	-0.157828	-0.093662	0.550262	-0.206929	0.049115	-0.157815	0.140991	2.925658	6.319051	84.032700	8.715711	-5.459341	0.000000	1133.561279	0.000577	1329.876343	0.875477
2020 HEATING NEW PTFE LINE_0522.LAB	11/19/2020	15:23:18.867	0.114044	-1.026554	-0.021763	0.018151	2.194548	0.675033	450.164182	-0.029874	0.713503	0.058891	0.541412	0.044969	0.039180	0.016338	0.028757	-0.016672	0.385116	0.278937	-0.096825	0.010349	192.199158	1.005220	-1.026554	0.045022	0.385116	2.194548	-0.912510	0.045008	0.541251	0.114010	-1.026248	-0.912238	0.130797	2.924685	6.314561	84.112610	8.757256	-5.459341	0.000000	1133.557617	0.000129	1322.252197	0.875598
2020 HEATING NEW PTFE LINE_0523.LAB	11/19/2020	15:23:22.741	-0.145926	-0.073087	0.006528	0.015065	2.156071	0.997646	449.450061	-0.027810	0.253983	0.011397	0.547077	0.092444	0.040228	-0.001748	0.170326	-0.004414	0.231977	-0.083575	-0.300687	0.005556	192.190674	1.004631	-0.073087	0.092599	0.231977	2.156071	-0.219013	0.092573	0.546925	-0.145886	-0.073066	-0.218952	0.102359	2.922352	6.314454	83.353401	8.757256	-5.465934	0.000000	1133.558228	0.000196	1216.093750	0.875145
2020 HEATING NEW PTFE LINE_0524.LAB	11/19/2020	15:23:26.710	-0.172166	0.661552	0.032130	0.016798	2.173141	1.258413	449.265494	-0.030300	0.408069	-0.009876	0.544495	-0.085394	0.037888	-0.003287	0.037343	-0.011587	0.326373	-0.192870	0.142480	0.012329	192.139801	1.005194	0.661552	-0.085380	0.326373	2.173141	0.489386	-0.085354	0.544330	-0.172114	0.661352	0.489238	0.192556	2.919040	6.309709	84.152573	8.774566	-5.465934	0.000000	1133.555054	0.000246	1027.350830	0.874754
2020 HEATING NEW PTFE LINE_0525.LAB	11/19/2020	15:23:30.630	-0.063666	0.209360	0.014034	0.015564	2.216216	0.810775	448.396720	-0.027149	0.430186	-0.090199	0.540882	0.113002	0.040127	0.011980	0.160600	-0.020956	0.391818	-0.214650	0.003336	0.005256	192.165237	1.005033	0.209360	0.113142	0.391818	2.216216	0.145694	0.113111	0.540735	-0.063649	0.209303	0.145655	0.196401	2.916182	6.307660	82.913857	8.774566	-5.472528	0.000000	1133.553955	0.000351	1231.920410	0.874270
2020 HEATING NEW PTFE LINE_0526.LAB	11/19/2020	15:23:34.513	-0.049419	-1.217044	-0.054835	0.019925	2.215846	0.886341	450.091479	-0.042324	0.212211	0.021343	0.556671	0.184870	0.045209	-0.045999	0.146138	-0.005514	0.296710	-0.232277	0.045941	0.004530	192.199158	1.005327	-1.217044	0.210143	0.296710	2.215846	-1.266464	0.210054	0.556436	-0.049398	-1.216529	-1.265928	0.151008	2.914176	6.304957	84.392319	8.774566	-5.472528	0.000000	1133.551514	0.000366	1203.501709	0.874452
2020 HEATING NEW PTFE LINE_0527.LAB	11/19/2020	15:23:38.442	0.202736	-1.567397	-0.037681	0.018312	2.228805	1.138880	449.710137	-0.028254	0.507531	0.076711	0.548093	0.203947	0.042432	-0.017887	0.087706	-0.006088	0.363608	-0.236010	-0.008587	0.006157	192.165237	1.005515	-1.567397	0.205424	0.363608	2.228805	-1.364661	0.205366	0.547938	0.202679	-1.566954	-1.364275	0.147000	2.915062	6.301858	84.232491	8.823034	-5.472528	0.000000	1133.548340	0.000129	1181.738770	0.873659
2020 HEATING NEW PTFE LINE_0528.LAB	11/19/2020	15:23:42.363	0.246442	0.657682	0.007699	0.012781	2.227270	0.736792	447.377017	-0.011387	0.484361	0.007618	0.539041	0.104228	0.040037	-0.002384	0.097901	-0.012177	0.332610	-0.509935	-0.162387	0.008982	192.165237	1.005033	0.657682	0.104355	0.332610	2.227270	0.904124	0.104343	0.538979	0.246414	0.657607	0.904021	0.114793	2.917819	6.300480	82.953819	8.826497	-5.481318	0.000000	1133.546997	0.000181	1005.010376	0.874893
2020 HEATING NEW PTFE LINE_0529.LAB	11/19/2020	15:23:46.630	0.209418	-1.785492	-0.073327	0.016118	2.096021	1.164951	449.086821	-0.058955	0.350789	-0.020946	0.544832	0.059226	0.031866	-0.013778	0.112075	0.011137	0.355728	-0.121593	-0.106834	-0.000943	192.165237	1.005354	-1.785492	0.059226	0.355728	2.096021	-1.576074	0.059191	0.544511	0.209294	-1.784440	-1.575146	0.133146	2.920585	6.299117	82.793983	8.826497	-5.487912	0.000000	1133.546021	0.000284	1136.432129	0.874284
2020 HEATING NEW PTFE LINE_0530.LAB	11/19/2020	15:23:50.268	0.172798	-2.161232	-0.026802	0.013353	2.071149	1.374718	448.134876	-0.042017	0.602664	0.048179	0.567821	0.062136	0.040926	-0.026354	0.233577	-0.009238	0.170596	-0.406858	-0.200349	0.002738	192.216110	1.005033	-2.161232	0.062452	0.170596	2.071149	-1.988434	0.062426	0.567582	0.172726	-2.160324	-1.987599	0.093401	2.922149	6.296477	82.873901	8.826497	-5.487912	0.000000	1133.543213	0.000620	1246.812866	0.874019
2020 HEATING NEW PTFE LINE_0531.LAB	11/19/2020	15:23:54.321	0.720418	-0.090748	-0.039482	0.018019	2.235296	1.491497	449.944573	-0.029667	0.403264	0.063086	0.549781	0.220290	0.038917	0.009994	0.151865	0.006010	0.270416	-0.479657	-0.063201	0.002287	192.216110	1.005595	-0.090748	0.220330	0.270416	2.235296	0.629670	0.220264	0.549618	0.720204	-0.090721	0.629483	0.135658	2.923933	6.293878	84.312408	8.802262	-5.487912	0.000000	1133.540649	0.000091	807.520935	0.875832
2020 HEATING NEW PTFE LINE_0532.LAB	11/19/2020	15:23:58.397	0.258979	-0.340799	0.030496	0.017036	2.262755	0.855782	449.250259	-0.036291	0.541334	0.106300	0.547928	0.231249	0.038829	-0.036076	0.093490	-0.010377	0.276889	-0.428922	-0.132113	0.003715	192.165237	1.004899	-0.340799	0.231286	0.276889	2.262755	-0.081820	0.231202	0.547730	0.258885	-0.340675	-0.081790	0.080095	2.925213	6.293649	82.913857	8.802262	-5.492308	0.000000	1133.539917	0.000092	1044.700562	0.875505
2020 HEATING NEW PTFE LINE_0533.LAB	11/19/2020	15:24:34.866	0.169521	0.658648	-0.012218	-0.005945	0.237574	0.357257	19.914130	-0.006855	-0.254755	0.049534	0.058554	0.098353	0.010078	-0.008976	-0.007229	0.005303	-0.078834	-0.061306	0.142148	0.007500	192.165237	1.000477	0.658648	0.098353	-0.078834	0.237574	0.828168	0.098346	0.058550	0.169509	0.658602	0.828111	0.033633	3.326906	6.556490	83.113647	8.684552	-5.470330	0.000000	1133.551758	0.000197	NaN	0.872241
2020 HEATING NEW PTFE LINE_0534.LAB	11/19/2020	15:24:39.126	-0.179771	0.442980	0.009090	-0.001197	0.009287	0.688722	7.936593	0.010863	0.180784	-0.171732	0.045133	0.090240	0.010817	-0.036349	-0.004518	-0.018767	-0.031229	-0.391888	0.036958	0.001423	192.165237	1.000358	0.442980	0.090240	-0.031229	0.009287	0.263209	0.090250	0.045138	-0.179790	0.443028	0.263238	-0.019795	3.349232	6.578633	83.113647	8.694939	-5.470330	0.000000	1133.546143	0.000253	997.325134	0.872013
2020 HEATING NEW PTFE LINE_0535.LAB	11/19/2020	15:24:42.762	0.227515	-0.716756	0.012060	-0.002482	-0.044511	0.515030	3.295987	0.013123	0.016373	-0.074909	0.043970	-0.124138	0.006355	-0.039614	-0.028059	-0.008882	-0.051203	-0.080432	0.455572	0.006703	192.165237	1.000374	-0.716756	-0.124138	-0.051203	-0.044511	-0.489240	-0.124155	0.043976	0.227545	-0.716850	-0.489305	0.233848	3.357676	6.590134	83.033737	8.694939	-5.470330	0.000000	1133.541626	0.000362	1030.434570	0.871772
2020 HEATING NEW PTFE LINE_0536.LAB	11/19/2020	15:24:46.638	-0.296331	0.734874	-0.083345	-0.002812	-0.035099	0.222344	1.845778	0.002266	-0.102199	0.059719	0.040816	0.063647	0.006502	0.000175	0.068214	-0.030429	0.022701	-0.056023	0.218681	0.001233	192.165237	1.000186	0.734874	0.063647	0.022701	-0.035099	0.438544	0.063649	0.040817	-0.296337	0.734891	0.438554	0.127136	3.360760	6.596597	82.913857	8.719173	-5.470330	0.000000	1133.537964	0.000552	926.748047	0.871549
2020 HEATING NEW PTFE LINE_0537.LAB	11/19/2020	15:24:50.896	-0.079536	0.408176	-0.066059	-0.002936	0.108955	0.084797	1.341332	-0.006239	-0.285151	0.000075	0.029442	-0.006405	0.012598	-0.038868	-0.021611	0.007788	0.013975	-0.000612	0.150092	0.006268	192.104187	1.000229	0.408176	-0.006405	0.013975	0.108955	0.328639	-0.006404	0.029440	-0.079531	0.408150	0.328619	0.056881	3.360943	6.601347	84.152573	8.719173	-5.459341	0.000000	1133.533569	0.000479	761.073425	0.870775
2020 HEATING NEW PTFE LINE_0538.LAB	11/19/2020	15:24:54.534	-0.075941	0.569809	0.001965	-0.001294	0.143188	-0.037186	2.454494	-0.001159	0.539252	-0.096386	0.030338	-0.051114	0.007580	-0.024796	-0.047168	-0.005713	-0.096127	-0.018425	0.303153	-0.001411	192.131317	1.000401	0.569809	-0.051114	-0.096127	0.143188	0.493868	-0.051113	0.030337	-0.075940	0.569802	0.493862	0.107698	3.361277	6.603973	84.232491	8.719173	-5.459341	0.000000	1133.531372	0.000432	968.574768	0.872114
