Spectrum	Date	Time	Acetylene (1000) 191C	Benzene  191c	C4F6 150C	CF4 Low 150C	CH4 (250) 191C (1of2)	CO (500) 191C (1of2)	CO2 ppm 191c	Desflurane 150c	Ethane (500) 191C	Ethylene (100,3000) 191C	H2O% (40) 191C	HCl ppm (100) 191C	HEXAFLUOROETHANE 150C	HEXAFLUOROPROPYLENE 150C	HF ppm (10) 191C	Isoflurane 150c	N2O (100,200,300) 191C	NO (350,3000) 191C	Propane (100) 191C	TRIFLUOROMETHANE 150C	Temp (C)	Pressure (Atm)	NO2 wet	CO wet	CH4 wet	NH3 wet	NOx wet	CO dry	CO2% dry	NO dry	NO2 dry	NOx dry	HC (C3)	Igram DC	Igram PP	phase Angle	laser PP	laser DC	Bad Scan counter	Centerburst Location	Linearizer Check	SNR 2500	sBeam @ 2500	
2020 HEATING NEW PTFE LINE_0791.LAB	11/19/2020	15:41:27.617	0.033518	1.531408	0.003429	0.000085	0.023397	-0.019600	-0.629742	-0.015809	-0.048989	0.067273	-0.001019	-0.078862	0.003801	0.011221	0.042190	-0.015063	0.050203	-0.126627	0.326199	-0.001563	192.190674	1.000374	1.531408	-0.078862	0.050203	0.023397	1.564926	-0.078849	-0.001019	0.033513	1.531166	1.564679	0.211033	3.392246	6.640441	84.711990	8.566843	-5.378022	0.000000	1133.365601	0.001009	1058.354614	0.864712
2020 HEATING NEW PTFE LINE_0792.LAB	11/19/2020	15:41:31.301	0.102291	1.433996	0.043026	0.003712	0.024220	0.163895	-0.846475	0.008536	0.132064	-0.018020	0.007173	0.049955	0.000802	-0.013417	0.051458	-0.015751	-0.083865	-0.330589	-0.039337	-0.002055	192.165237	1.000374	1.433996	0.049955	-0.083865	0.024220	1.536286	0.049959	0.007173	0.102299	1.434118	1.536418	-0.041287	3.392380	6.639960	84.472237	8.566843	-5.378022	0.000000	1133.364746	0.000424	967.301575	0.865834
2020 HEATING NEW PTFE LINE_0793.LAB	11/19/2020	15:41:35.235	0.183788	2.762879	0.017131	0.005286	-0.042977	0.184113	-2.002439	0.008661	0.208524	0.048660	0.006286	-0.157951	-0.002292	-0.018243	0.021242	-0.022112	0.094508	-0.225095	0.147883	0.000566	192.165237	1.000374	2.762879	-0.157951	0.094508	-0.042977	2.946667	-0.157965	0.006287	0.183804	2.763118	2.946922	0.091758	3.391013	6.640162	83.273483	8.559918	-5.378022	0.000000	1133.365479	0.000464	1048.097656	0.865156
2020 HEATING NEW PTFE LINE_0794.LAB	11/19/2020	15:41:39.423	-0.024463	0.535633	-0.046925	0.003185	-0.011671	0.281507	0.140155	0.005163	-0.112948	-0.133294	0.001404	-0.050760	0.007914	-0.020868	0.036504	-0.014621	-0.104161	-0.259130	0.418282	0.010023	192.190674	1.000454	0.535633	-0.050760	-0.104161	-0.011671	0.511170	-0.050762	0.001404	-0.024464	0.535660	0.511197	0.209221	3.390306	6.639677	84.751945	8.559918	-5.373626	0.000000	1133.364746	0.000928	1071.597412	0.864381
2020 HEATING NEW PTFE LINE_0795.LAB	11/19/2020	15:41:43.078	0.054747	2.179040	-0.071910	0.001915	0.029374	0.120297	-1.211776	0.005588	-0.009891	0.062980	0.001586	-0.104659	-0.017599	-0.019344	0.023988	-0.012294	0.010345	-0.189761	-0.005158	0.008781	192.114365	1.000374	2.179040	-0.104659	0.010345	0.029374	2.233787	-0.104665	0.001586	0.054750	2.179162	2.233912	-0.001112	3.391418	6.639808	83.952782	8.604925	-5.373626	0.000000	1133.364868	0.000662	1048.794067	0.865816
2020 HEATING NEW PTFE LINE_0796.LAB	11/19/2020	15:41:47.237	0.131249	1.650444	-0.041582	-0.003496	0.055698	0.204242	-2.193044	0.001995	0.343615	0.068023	0.005070	-0.119286	0.005585	-0.003711	-0.009587	0.006665	0.005967	0.230243	0.675704	0.006155	192.131317	1.000401	1.650444	-0.119286	0.005967	0.055698	1.781693	-0.119288	0.005070	0.131252	1.650477	1.781729	0.438597	3.393868	6.640144	84.751945	8.604925	-5.373626	0.000000	1133.363647	0.001001	953.039001	0.865408
2020 HEATING NEW PTFE LINE_0797.LAB	11/19/2020	15:41:50.901	0.117728	2.247756	-0.002882	-0.001047	0.031663	0.602724	0.628655	-0.029608	0.159515	-0.067112	0.006647	-0.116024	0.003787	-0.023224	-0.043499	0.013932	0.031425	-0.193244	0.362142	0.000706	192.139801	1.000454	2.247756	-0.116024	0.031425	0.031663	2.365484	-0.115990	0.006645	0.117693	2.247090	2.364783	0.204747	3.394655	6.639988	83.353401	8.622235	-5.373626	0.000000	1133.365723	0.000329	1116.744873	0.865913
2020 HEATING NEW PTFE LINE_0798.LAB	11/19/2020	15:41:54.803	0.425979	-0.310158	-0.029974	0.000126	-0.025212	0.174606	0.538580	-0.004626	0.396043	-0.152484	0.007582	-0.087155	-0.005719	-0.058160	0.055141	-0.018813	-0.043123	-0.248160	0.111513	0.007538	192.165237	1.000374	-0.310158	-0.087155	-0.043123	-0.025212	0.115821	-0.087151	0.007582	0.425959	-0.310143	0.115816	0.019325	3.392333	6.639585	84.791908	8.622235	-5.373626	0.000000	1133.363159	0.000266	909.273865	0.865086
2020 HEATING NEW PTFE LINE_0799.LAB	11/19/2020	15:41:58.727	0.022978	0.049165	-0.004620	-0.000284	0.071857	0.000422	0.104279	0.004928	0.245650	0.022024	0.001931	-0.152289	0.003585	-0.026342	0.033741	-0.019150	-0.081040	-0.043205	-0.263919	0.005247	192.165237	1.000454	0.049165	-0.152289	-0.081040	0.071857	0.072144	-0.152296	0.001931	0.022979	0.049168	0.072147	-0.073926	3.390450	6.639720	83.912819	8.622235	-5.375824	0.000000	1133.364502	0.000396	766.420532	0.864059
2020 HEATING NEW PTFE LINE_0800.LAB	11/19/2020	15:42:02.614	0.194216	-0.832859	0.021634	0.002341	-0.038884	0.187039	-1.031558	0.016120	-0.084610	-0.027253	0.005354	-0.114193	0.006159	-0.034843	0.001111	-0.006117	-0.018072	0.143758	0.299260	0.005980	192.165237	1.000401	-0.832859	-0.114193	-0.018072	-0.038884	-0.638643	-0.114212	0.005355	0.194247	-0.832993	-0.638746	0.142034	3.390625	6.639173	83.593155	8.622235	-5.375824	0.000000	1133.363281	0.000623	848.272461	0.865698
2020 HEATING NEW PTFE LINE_0801.LAB	11/19/2020	15:42:06.534	0.422060	0.494618	0.027593	0.000574	0.039849	0.108086	0.835004	0.002036	0.050675	-0.040917	0.008602	-0.126232	0.005778	-0.012707	-0.087929	0.002095	-0.018135	0.006793	0.252777	0.002237	192.165237	1.000293	0.494618	-0.126232	-0.018135	0.039849	0.916677	-0.126234	0.008602	0.422068	0.494628	0.916696	0.104961	3.393346	6.640139	83.513237	8.622235	-5.378022	0.000000	1133.363403	0.000702	1299.299072	0.865454
2020 HEATING NEW PTFE LINE_0802.LAB	11/19/2020	15:42:10.797	-0.154258	-0.095619	0.043527	0.000074	0.137248	0.065715	0.629818	-0.005356	0.137351	0.025111	0.004020	-0.114785	0.011850	-0.013907	0.008197	0.000529	-0.060886	-0.239871	0.303218	0.003006	192.165237	1.000293	-0.095619	-0.114785	-0.060886	0.137248	-0.249877	-0.114779	0.004020	-0.154249	-0.095614	-0.249864	0.140312	3.396151	6.640258	83.193565	8.694939	-5.378022	0.000000	1133.363281	0.000503	1107.395874	0.864939
2020 HEATING NEW PTFE LINE_0803.LAB	11/19/2020	15:42:14.654	-0.177801	0.386007	0.032002	0.002411	0.054331	0.098348	-1.707059	0.001099	0.040116	-0.099187	0.007067	0.103174	0.003748	-0.008010	-0.039080	0.000532	0.065808	0.131177	0.157259	-0.004459	192.114365	1.000293	0.386007	0.103174	0.065808	0.054331	0.208206	0.103175	0.007068	-0.177803	0.386011	0.208208	0.082898	3.398525	6.641046	83.153610	8.694939	-5.382418	0.000000	1133.363159	0.000322	837.723389	0.866914
2020 HEATING NEW PTFE LINE_0804.LAB	11/19/2020	15:42:18.347	0.157078	0.408405	-0.121013	0.001054	0.061157	0.205689	-1.161897	0.008922	-0.081836	0.023067	0.005584	0.085144	0.005572	-0.003178	-0.020017	-0.005985	0.070272	0.032852	-0.057040	0.005223	192.165237	1.000374	0.408405	0.085144	0.070272	0.061157	0.565483	0.085152	0.005584	0.157092	0.408442	0.565534	0.003920	3.399899	6.641228	83.792946	8.705325	-5.382418	0.000000	1133.363037	0.000313	1078.020508	0.866732
2020 HEATING NEW PTFE LINE_0805.LAB	11/19/2020	15:42:22.404	0.240957	1.486479	-0.010260	0.000747	0.077738	0.158048	0.424095	0.018638	0.136330	-0.000763	-0.001407	-0.061768	0.011015	-0.044922	0.038265	-0.009299	-0.018028	-0.218524	-0.275679	-0.001878	192.165237	1.000213	1.486479	-0.061768	-0.018028	0.077738	1.727437	-0.061780	-0.001408	0.241002	1.486756	1.727759	-0.056745	3.400814	6.641616	83.113647	8.705325	-5.389011	0.000000	1133.363037	0.000901	910.549072	0.866892
2020 HEATING NEW PTFE LINE_0806.LAB	11/19/2020	15:42:26.216	0.140801	0.685797	0.011073	0.000181	-0.069959	-0.065453	-1.718106	-0.001743	-0.044893	0.015015	0.004004	-0.112546	0.006081	-0.013194	0.004839	-0.015217	-0.066297	-0.154932	0.193674	0.007118	192.199158	1.000293	0.685797	-0.112546	-0.066297	-0.069959	0.826598	-0.112544	0.004004	0.140798	0.685785	0.826584	0.062577	3.401306	6.641171	83.193565	8.708787	-5.389011	0.000000	1133.363159	0.000346	914.855957	0.866831
2020 HEATING NEW PTFE LINE_0807.LAB	11/19/2020	15:42:30.079	0.329646	1.196131	-0.024885	-0.001182	-0.069584	0.149342	1.929572	0.009516	0.055788	-0.012248	0.009631	-0.036641	0.011969	-0.015609	0.030953	-0.005782	-0.024975	0.097926	0.220775	0.004781	192.139801	1.000374	1.196131	-0.036641	-0.024975	-0.069584	1.525777	-0.036644	0.009632	0.329678	1.196245	1.525922	0.101884	3.400331	6.641394	83.792946	8.708787	-5.389011	0.000000	1133.364014	0.000260	794.282532	0.866435
2020 HEATING NEW PTFE LINE_0808.LAB	11/19/2020	15:42:34.377	0.078411	0.766034	-0.027746	0.000046	-0.037138	0.213028	1.860178	-0.020879	-0.082028	0.060132	-0.002343	-0.133289	0.004272	-0.025146	0.031163	-0.003094	-0.018332	-0.282000	-0.016715	0.000184	192.114365	1.000133	0.766034	-0.133289	-0.018332	-0.037138	0.844445	-0.133261	-0.002343	0.078395	0.765874	0.844269	-0.016597	3.396792	6.639817	84.632072	8.764180	-5.395605	0.000000	1133.364136	0.000616	858.340271	0.865860
2020 HEATING NEW PTFE LINE_0809.LAB	11/19/2020	15:42:38.013	0.505859	1.529700	0.013542	0.002079	-0.034844	0.532802	-0.427516	-0.011795	0.270446	-0.117989	-0.001028	0.053065	-0.003765	0.025267	-0.012624	0.005749	0.081018	0.038427	0.266481	-0.005486	192.165237	1.000293	1.529700	0.053065	0.081018	-0.034844	2.035558	0.053059	-0.001027	0.505799	1.529519	2.035318	0.179963	3.394428	6.639662	83.912819	8.764180	-5.395605	0.000000	1133.363403	0.000172	927.164795	0.865579
2020 HEATING NEW PTFE LINE_0810.LAB	11/19/2020	15:42:42.215	0.485598	-0.364821	-0.052637	-0.001001	0.025484	-0.069340	-0.248511	0.000414	0.217395	0.023145	0.009303	0.101869	0.000624	-0.035611	-0.020723	-0.010750	0.004948	-0.084869	0.116838	0.004074	192.165237	1.000374	-0.364821	0.101869	0.004948	0.025484	0.120776	0.101870	0.009303	0.485600	-0.364823	0.120777	0.030322	3.393251	6.639623	84.592117	8.643008	-5.406593	0.000000	1133.363647	0.000512	746.285522	0.865175
2020 HEATING NEW PTFE LINE_0811.LAB	11/19/2020	15:42:45.853	0.366630	0.716414	0.015896	-0.004611	0.183331	0.608219	1.466044	-0.018020	-0.417984	-0.047674	0.005936	0.152690	0.008170	-0.028388	-0.044906	-0.016060	-0.015999	-0.108216	0.186246	0.001047	192.165237	1.000079	0.716414	0.152690	-0.015999	0.183331	1.083044	0.152663	0.005935	0.366564	0.716285	1.082849	0.057235	3.394962	6.639561	84.552155	8.643008	-5.406593	0.000000	1133.363647	0.000596	774.569458	0.865802
2020 HEATING NEW PTFE LINE_0812.LAB	11/19/2020	15:42:49.704	-0.211784	-1.196126	0.001218	-0.002483	0.163900	0.138659	0.973231	-0.018947	0.010701	0.049697	-0.001586	-0.001509	0.004176	0.003712	-0.010680	0.014883	0.007571	0.043329	0.331115	-0.010034	192.165237	1.000454	-1.196126	-0.001509	0.007571	0.163900	-1.407910	-0.001509	-0.001585	-0.211743	-1.195900	-1.407643	0.188538	3.396358	6.640182	83.553192	8.643008	-5.408791	0.000000	1133.364136	0.000155	1131.408691	0.866569
2020 HEATING NEW PTFE LINE_0813.LAB	11/19/2020	15:42:53.624	0.499072	0.265482	0.000689	0.000683	-0.037098	-0.207387	-0.677337	0.008132	0.171852	-0.110475	-0.004849	0.096216	0.004566	0.009042	0.004923	-0.006648	-0.025103	0.143854	0.106902	0.000501	192.190674	1.000374	0.265482	0.096216	-0.025103	-0.037098	0.764553	0.096224	-0.004849	0.499112	0.265503	0.764615	0.039376	3.396481	6.639791	83.393364	8.698400	-5.408791	0.000000	1133.362915	0.000516	817.986328	0.866812
2020 HEATING NEW PTFE LINE_0814.LAB	11/19/2020	15:42:57.591	-0.046696	0.306096	-0.111420	-0.000507	-0.042541	0.062774	0.113739	-0.006371	-0.311067	0.128864	-0.001669	-0.172920	0.006929	0.007133	0.041923	-0.000107	0.008988	0.247917	0.067445	0.008156	192.190674	1.000374	0.306096	-0.172920	0.008988	-0.042541	0.259400	-0.172909	-0.001669	-0.046693	0.306077	0.259384	0.046694	3.398123	6.640328	83.313446	8.698400	-5.417583	0.000000	1133.362549	0.000218	958.890137	0.867201
2020 HEATING NEW PTFE LINE_0815.LAB	11/19/2020	15:43:01.515	0.354364	0.786876	-0.008239	0.001886	0.029459	0.101702	1.792488	0.022635	-0.210324	-0.021514	0.000377	-0.089449	0.001920	-0.044709	0.026956	-0.002136	-0.110474	-0.170744	0.213723	0.000614	192.190674	1.000374	0.786876	-0.089449	-0.110474	0.029459	1.141239	-0.089469	0.000377	0.354444	0.787054	1.141497	0.052720	3.400712	6.641583	84.711990	8.698400	-5.417583	0.000000	1133.362549	0.000575	1037.208008	0.867125
2020 HEATING NEW PTFE LINE_0816.LAB	11/19/2020	15:43:05.396	0.209897	1.395972	-0.012637	0.001957	0.030198	-0.085585	-0.128684	-0.012500	0.128866	0.072955	0.003230	0.065619	0.000779	0.011472	-0.009220	-0.001281	0.011819	-0.048192	0.370032	0.010041	192.199158	1.000186	1.395972	0.065619	0.011819	0.030198	1.605869	0.065611	0.003230	0.209871	1.395797	1.605668	0.224800	3.402349	6.641801	83.792946	8.698400	-5.415385	0.000000	1133.362183	0.000407	1026.016357	0.866389
2020 HEATING NEW PTFE LINE_0817.LAB	11/19/2020	15:43:09.320	0.137154	0.047809	0.028733	0.002672	0.063496	-0.002073	-1.957476	-0.000730	0.196172	-0.138391	0.007809	0.215847	-0.000733	-0.009664	-0.019208	-0.007637	0.094347	0.036644	0.197844	0.002215	192.216110	1.000374	0.047809	0.215847	0.094347	0.063496	0.184963	0.215845	0.007809	0.137153	0.047809	0.184961	0.120662	3.403370	6.641616	83.513237	8.674167	-5.415385	0.000000	1133.361816	0.000580	1240.741211	0.867068
2020 HEATING NEW PTFE LINE_0818.LAB	11/19/2020	15:43:13.250	0.178660	0.869792	-0.068946	0.000941	-0.126365	0.126980	-0.072182	-0.000337	0.576321	0.009347	-0.006092	-0.069352	0.009270	-0.023841	-0.030366	-0.008465	-0.008043	-0.024264	0.279872	0.004028	192.165237	1.000293	0.869792	-0.069352	-0.008043	-0.126365	1.048453	-0.069352	-0.006092	0.178660	0.869789	1.048449	0.128743	3.403357	6.642037	83.433319	8.674167	-5.415385	0.000000	1133.362061	0.000196	1235.310913	0.866534
2020 HEATING NEW PTFE LINE_0819.LAB	11/19/2020	15:43:17.348	0.206564	0.388848	-0.050482	0.003358	0.005720	-0.197495	0.273977	0.033126	-0.202714	-0.026466	-0.000422	-0.053799	-0.001157	0.001947	-0.022904	-0.029150	-0.039597	-0.114874	0.346680	0.013002	192.139801	1.000053	0.388848	-0.053799	-0.039597	0.005720	0.595411	-0.053817	-0.000422	0.206632	0.388976	0.595608	0.174778	3.401958	6.641025	83.313446	8.701863	-5.415385	0.000000	1133.362183	0.000603	998.777710	0.867166
2020 HEATING NEW PTFE LINE_0820.LAB	11/19/2020	15:43:21.134	0.039002	1.893475	0.002076	-0.000089	0.018834	-0.049520	0.902745	-0.001354	0.204127	-0.019867	0.013043	-0.116506	0.002084	-0.060651	-0.002835	-0.020213	0.015434	-0.204962	0.396560	0.002958	192.114365	1.000374	1.893475	-0.116506	0.015434	0.018834	1.932477	-0.116504	0.013043	0.039001	1.893449	1.932451	0.208045	3.402933	6.641276	83.832901	8.701863	-5.415385	0.000000	1133.361694	0.000670	1176.014404	0.866714
2020 HEATING NEW PTFE LINE_0821.LAB	11/19/2020	15:43:25.341	0.164814	2.236097	0.005433	-0.001847	0.215846	0.333320	1.258490	-0.004762	0.075282	-0.012492	0.010036	-0.016599	0.005494	-0.049815	-0.045885	0.013885	0.050533	0.189683	-0.024273	-0.000434	192.131317	1.000079	2.236097	-0.016599	0.050533	0.215846	2.400911	-0.016598	0.010036	0.164806	2.235991	2.400797	-0.014571	3.405351	6.642091	84.711990	8.701863	-5.417583	0.000000	1133.361938	0.000481	1026.766724	0.866728
2020 HEATING NEW PTFE LINE_0822.LAB	11/19/2020	15:43:29.015	0.119798	1.139228	-0.019561	-0.001910	0.132765	0.013888	2.722841	0.000616	0.254611	-0.062692	0.001178	-0.260854	-0.002130	-0.022870	0.032876	-0.005876	0.047022	0.018619	0.198370	-0.001318	192.165237	1.000213	1.139228	-0.260854	0.047022	0.132765	1.259026	-0.260856	0.001178	0.119799	1.139235	1.259034	0.109112	3.406606	6.642252	84.432281	8.663780	-5.417583	0.000000	1133.361572	0.000270	1225.664795	0.867218
2020 HEATING NEW PTFE LINE_0823.LAB	11/19/2020	15:43:32.925	0.224621	-0.054625	-0.013874	-0.000673	0.246890	-0.129039	-1.198886	-0.002734	-0.106422	-0.062484	-0.011292	-0.113856	0.009290	0.029239	0.048123	-0.005407	-0.033755	0.093530	0.149407	0.002619	192.190674	1.000374	-0.054625	-0.113856	-0.033755	0.246890	0.169997	-0.113853	-0.011292	0.224615	-0.054623	0.169992	0.081600	3.406067	6.641810	83.273483	8.663780	-5.413187	0.000000	1133.362183	0.000369	1259.460327	0.867257
2020 HEATING NEW PTFE LINE_0824.LAB	11/19/2020	15:43:37.126	-0.180291	1.052047	-0.039525	-0.001249	0.090976	-0.036421	0.792190	-0.027466	-0.111932	0.088676	0.001598	0.054363	0.006212	-0.025986	-0.031737	0.007502	0.044339	-0.318817	0.207878	0.002218	192.165237	1.000293	1.052047	0.054363	0.044339	0.090976	0.871755	0.054348	0.001597	-0.180242	1.051758	0.871516	0.103829	3.405289	6.641770	84.791908	8.643008	-5.413187	0.000000	1133.361572	0.000617	1284.191406	0.866402
2020 HEATING NEW PTFE LINE_0825.LAB	11/19/2020	15:43:40.775	-0.038284	0.208708	-0.006903	0.003097	0.111943	0.263375	0.295604	-0.018330	0.082351	-0.080651	-0.001295	-0.050318	0.003087	0.003791	0.056418	-0.006193	0.012993	0.014706	0.148036	0.003809	192.165237	1.000535	0.208708	-0.050318	0.012993	0.111943	0.170424	-0.050309	-0.001295	-0.038277	0.208670	0.170393	0.087479	3.405413	6.642557	84.472237	8.643008	-5.410989	0.000000	1133.361084	0.000705	1134.672729	0.866521
2020 HEATING NEW PTFE LINE_0826.LAB	11/19/2020	15:43:44.638	-0.097576	-0.133844	0.001279	0.000032	0.014471	-0.424231	-0.206616	-0.007548	0.287088	-0.006937	0.000286	-0.048514	0.006268	0.014325	0.056119	-0.000853	-0.111158	-0.116482	0.245490	-0.005709	192.165237	1.000722	-0.133844	-0.048514	-0.111158	0.014471	-0.231420	-0.048511	0.000286	-0.097569	-0.133834	-0.231403	0.104727	3.406249	6.641769	84.672035	8.643008	-5.410989	0.000000	1133.362183	0.000497	1017.260254	0.867406
2020 HEATING NEW PTFE LINE_0827.LAB	11/19/2020	15:43:48.878	0.343844	-0.990805	-0.025886	0.002231	0.183489	-0.317906	0.832971	-0.015322	-0.406964	-0.033500	-0.008264	0.108664	0.007564	0.012065	0.037008	0.005810	0.056617	0.033851	-0.178806	0.008746	192.165237	1.000486	-0.990805	0.108664	0.056617	0.183489	-0.646961	0.108648	-0.008263	0.343791	-0.990653	-0.646862	0.006597	3.406837	6.642182	83.633110	8.622235	-5.410989	0.000000	1133.361206	0.000425	750.692688	0.867361
2020 HEATING NEW PTFE LINE_0828.LAB	11/19/2020	15:43:52.526	0.424811	-1.733472	-0.038831	-0.000118	-0.046574	-0.152566	0.581409	0.006763	0.248839	0.013058	0.003886	-0.070484	0.000243	0.024225	0.038498	-0.010932	-0.085112	-0.201977	-0.015835	0.008534	192.165237	1.000615	-1.733472	-0.070484	-0.085112	-0.046574	-1.308661	-0.070489	0.003887	0.424840	-1.733589	-1.308749	-0.014462	3.406243	6.641403	83.633110	8.622235	-5.408791	0.000000	1133.361084	0.000293	1087.979126	0.866920
2020 HEATING NEW PTFE LINE_0829.LAB	11/19/2020	15:43:56.607	-0.134494	-0.093081	-0.064287	-0.000951	0.104693	0.048561	-1.461037	0.015239	0.100314	0.009364	-0.002540	-0.050059	0.002683	0.007357	0.063098	-0.003878	0.061719	0.000330	0.036599	0.007949	192.165237	1.000775	-0.093081	-0.050059	0.061719	0.104693	-0.227575	-0.050067	-0.002540	-0.134514	-0.093095	-0.227609	0.057947	3.404456	6.640950	83.433319	8.622235	-5.408791	0.000000	1133.360352	0.000384	1190.135498	0.867491
2020 HEATING NEW PTFE LINE_0830.LAB	11/19/2020	15:44:00.784	-0.123385	0.127768	0.028441	0.000396	-0.005165	0.264236	0.476614	-0.018831	-0.401375	-0.017958	-0.004375	-0.090062	0.003871	-0.024043	0.039710	-0.004676	0.037670	0.030706	0.166005	-0.001421	192.139801	1.000454	0.127768	-0.090062	0.037670	-0.005165	0.004383	-0.090045	-0.004374	-0.123362	0.127744	0.004382	0.087933	3.400652	6.639802	83.952782	8.694939	-5.410989	0.000000	1133.360718	0.000649	1015.196289	0.865674
2020 HEATING NEW PTFE LINE_0831.LAB	11/19/2020	15:44:04.601	0.275139	-1.180513	-0.039239	0.001089	-0.011528	-0.012531	0.599762	0.000920	0.325678	-0.039289	-0.004657	-0.146429	0.005016	-0.015981	-0.040220	-0.023152	0.044112	-0.327877	0.207072	0.007926	192.139801	1.000535	-1.180513	-0.146429	0.044112	-0.011528	-0.905373	-0.146430	-0.004657	0.275142	-1.180523	-0.905382	0.098943	3.396938	6.639283	83.593155	8.694939	-5.410989	0.000000	1133.359619	0.000513	1189.906372	0.865560
2020 HEATING NEW PTFE LINE_0832.LAB	11/19/2020	15:44:08.242	-0.024433	2.819255	0.104150	-0.001746	0.151170	0.095132	-0.101413	-0.003163	0.107445	-0.042042	0.007293	-0.097812	0.005823	-0.003757	0.000546	-0.002393	0.081911	-0.123850	0.234642	0.000109	192.165237	1.000293	2.819255	-0.097812	0.081911	0.151170	2.794823	-0.097809	0.007293	-0.024432	2.819166	2.794734	0.147148	3.395329	6.639352	83.473274	8.694939	-5.413187	0.000000	1133.359619	0.000424	933.021667	0.865886
2020 HEATING NEW PTFE LINE_0833.LAB	11/19/2020	15:44:12.430	0.007975	-0.360848	0.054966	-0.000418	-0.006669	0.212028	-2.443855	-0.001957	0.191495	0.097298	-0.000412	0.007241	0.017809	-0.005387	-0.075738	-0.000734	0.026230	-0.046866	-0.027033	-0.000839	192.165237	1.000454	-0.360848	0.007241	0.026230	-0.006669	-0.352872	0.007241	-0.000412	0.007975	-0.360841	-0.352865	-0.015729	3.397932	6.639200	84.791908	8.701863	-5.413187	0.000000	1133.359253	0.000429	1174.079712	0.865566
2020 HEATING NEW PTFE LINE_0834.LAB	11/19/2020	15:44:16.104	0.324259	0.621082	-0.044782	0.000316	-0.022781	0.005346	0.314246	-0.017042	-0.072234	0.027361	-0.001353	-0.092598	0.000837	0.033094	-0.042366	-0.001115	0.018835	0.319190	0.164028	0.000519	192.165237	1.000615	0.621082	-0.092598	0.018835	-0.022781	0.945340	-0.092582	-0.001353	0.324204	0.620976	0.945179	0.091172	3.404867	6.640996	83.473274	8.701863	-5.415385	0.000000	1133.360962	0.000250	889.080627	0.866907
2020 HEATING NEW PTFE LINE_0835.LAB	11/19/2020	15:44:20.315	-0.058227	0.847390	0.106376	0.000418	0.172528	0.500116	0.149026	0.010974	0.196970	-0.056209	0.000876	-0.108809	-0.002844	0.020096	0.093580	-0.014052	0.113182	-0.112358	0.037262	0.005547	192.241547	1.001177	0.847390	-0.108809	0.113182	0.172528	0.789163	-0.108821	0.000876	-0.058233	0.847483	0.789249	0.088949	3.410913	6.642303	84.751945	8.684552	-5.415385	0.000000	1133.360962	0.000908	972.446350	0.867400
2020 HEATING NEW PTFE LINE_0836.LAB	11/19/2020	15:44:23.955	-0.189599	0.511807	-0.022533	0.002965	-0.001636	0.424141	-1.924055	0.004996	0.503604	-0.023872	0.000597	-0.113211	-0.003213	-0.006272	0.057631	-0.007549	0.110217	-0.490023	0.277303	0.008160	192.165237	1.004953	0.511807	-0.113211	0.110217	-0.001636	0.322208	-0.113217	0.000597	-0.189608	0.511833	0.322224	0.201190	3.414207	6.642396	83.473274	8.684552	-5.421978	0.000000	1133.359375	0.000489	935.966125	0.867277
2020 HEATING NEW PTFE LINE_0837.LAB	11/19/2020	15:44:27.803	0.189176	-0.912834	-0.038216	0.003174	0.074799	0.384098	-0.374295	0.007760	-0.148815	-0.013990	0.008510	-0.070339	0.009069	-0.020367	-0.065773	-0.023570	-0.208736	-0.083122	0.227934	0.006767	192.165237	1.005970	-0.912834	-0.070339	-0.208736	0.074799	-0.723658	-0.070344	0.008511	0.189190	-0.912905	-0.723715	0.012747	3.411750	6.642408	83.433319	8.684552	-5.421978	0.000000	1133.360352	0.000169	1091.995117	0.868146
